id,title,publication_year,doi,authors,abstract,biorepository_related
https://openalex.org/W4390945514,A gentle introduction to computer vision‐based specimen classification in ecological datasets,2024,https://doi.org/10.1111/1365-2656.14042,"Jarrett D. Blair, Kaitlyn M. Gaynor, Meredith S. Palmer, Katie E. Marshall","Classifying specimens is a critical component of ecological research, biodiversity monitoring and conservation. However, manual classification can be prohibitively time-consuming and expensive, limiting how much data a project can afford to process. Computer vision, a form of machine learning, can help overcome these problems by rapidly, automatically and accurately classifying images of specimens. Given the diversity of animal species and contexts in which images are captured, there is no universal classifier for all species and use cases. As such, ecologists often need to train their own models. While numerous software programs exist to support this process, ecologists need a fundamental understanding of how computer vision works to select appropriate model workflows based on their specific use case, data types, computing resources and desired performance capabilities. Ecologists may also face characteristic quirks of ecological datasets, such as long-tail distributions, 'unknown' species, similarity between species and polymorphism within species, which impact the efficacy of computer vision. Despite growing interest in computer vision for ecology, there are few resources available to help ecologists face the challenges they are likely to encounter. Here, we present a gentle introduction for species classification using computer vision. In this manuscript and associated GitHub repository, we demonstrate how to prepare training data, basic model training procedures, and methods for model evaluation and selection. Throughout, we explore specific considerations ecologists should make when training classification models, such as data domains, feature extractors and class imbalances. With these basics, ecologists can adjust their workflows to achieve research goals and/or account for uncertainty in downstream analysis. Our goal is to provide guidance for ecologists for getting started in or improving their use of machine learning for visual classification tasks.",TRUE
https://openalex.org/W2113045184,Differences in plant cover and species composition of semiarid grassland communities of central Mexico and its effects on net ecosystem exchange,2013,https://doi.org/10.5194/bg-10-4673-2013,"Josué Delgado‐Balbuena, J. T. Arredondo, Henry W. Loescher, Elisabeth Huber‐Sannwald, Griselda Chávez-Aguilar, Miguel Luna-Luna, R. Barretero-Hernandez","Abstract. Changes in land use across the semiarid grasslands of northern Mexico have driven a decline of plant cover and alteration of plant species composition. A number of different plant communities have resulted from these changes. Their implications, however, on the carbon (C) cycle and regional carbon balance are still poorly understood. Here, we examined the effects of plant cover loss and changes in species composition on net ecosystem CO2 exchange (NEE) and their biotic and abiotic controls. NEE was measured in five representative plant community types within a semiarid grassland by temporarily enclosing the entire aboveground ecosystem using a chamber method (i.e., geodesic dome). Sites included an oat crop (crop), a moderately grazed grassland (moderate grazing), a 28 yr-old grazing exclosure (exclosure), an overgrazed site with low perennial grass cover (overgrazed), and an overgrazed site presenting shrub encroachment (shrub encroachment). For natural vegetation, rates of standardized daytime NEE for sites with a high plant cover (exclosure and moderate grazing) were similar (P &gt; 0.05) as compared to sites with low plant cover (overgrazed and shrub encroachment). However, yearly total nighttime NEE (carbon loss) was more than double (P &lt; 0.05) for sites with high plant cover compared to sites with low cover, resulting to slight C sinks for the low plant cover sites, and neutral or sources for the high plant cover sites as accounted by daytime and nighttime NEE annual balance. Differences in plant cover and its associated biomass defined the sensitivity to environmental controls. Thus, daytime NEE in low plant cover sites reached light compensation points at lower photosynthetic photon flux density than those from high plant cover sites. Differences in species composition did not influence NEE rates even though there were transient or permanent changes in C3 vs. C4 functional groups. Our results allowed the detection of the large variability and contribution of different plant communities to regional C balance in patchy landscapes. Identification of the role of landscape patches in the regional C balance as either sinks or sources may provide tools allowing land use management strategies that could favor C uptake in patchy landscapes.",FALSE
https://openalex.org/W2065217096,"Lessons Learned from IPCC AR4: Scientific Developments Needed to Understand, Predict, and Respond to Climate Change",2008,https://doi.org/10.1175/2008bams2643.1,"Sarah J. Doherty, Stephan Bojinski, A. Henderson‐Sellers, Kevin J. Noone, David C. Goodrich, Nathaniel L. Bindoff, John Church, Kathy Hibbard, Thomas R. Karl, Lučka Kajfež-Bogataj, Amanda H. Lynch, D. E. Parker, I. Colin Prentice, V. Ramaswamy, Roger Saunders, Mark Stafford‐Smith, Konrad Steffen, Thomas F. Stocker, Peter Thorne, Kevin E. Trenberth, Michel M. Verstraete, Francis W. Zwiers","The Fourth Assessment Report (AR4) of the Intergovernmental Panel on Climate Change (IPCC) concluded that global warming is unequivocal and that most of the observed increase since the mid-twentieth century is very likely due to the increase in anthropogenic greenhouse gas concentrations, with discernible human influences on ocean warming, continental-average temperatures, temperature extremes, wind patterns, and other physical and biological indicators, impacting both socioeconomic and ecological systems. It is now clear that we are committed to some level of global climate change, and it is imperative that this be considered when planning future climate research and observational strategies. The Global Climate Observing System program (GCOS), the World Climate Research Programme (WCRP), and the International GeosphereBiosphere Programme (IGBP) therefore initiated a process to summarize the lessons learned through AR4 Working Groups I and II and to identify a set of high-priority modeling and observational needs. Two classes of recommendations emerged. First is the need to improve climate models, observational and climate monitoring systems, and our understanding of key processes. Second, the framework for climate research and observations must be extended to document impacts and to guide adaptation and mitigation efforts. Research and observational strategies specifically aimed at improving our ability to predict and understand impacts, adaptive capacity, and societal and ecosystem vulnerabilities will serve both purposes and are the subject of the specific recommendations made in this paper.",FALSE
https://openalex.org/W3094378917,Decentralized but Globally Coordinated Biodiversity Data,2020,https://doi.org/10.3389/fdata.2020.519133,"Beckett Sterner, Edward Gilbert, Nico M. Franz","Centralized biodiversity data aggregation is too often failing societal needs due to pervasive and systemic data quality deficiencies. We argue for a novel approach that embodies the spirit of the Web (""small pieces loosely joined"") through the decentralized coordination of data across scientific languages and communities. The upfront cost of decentralization can be offset by the long-term benefit of achieving sustained expert engagement, higher-quality data products, and ultimately more societal impact for biodiversity data. Our decentralized approach encourages the emergence and evolution of multiple self-identifying communities of practice that are regionally, taxonomically, or institutionally localized. Each community is empowered to control the social and informational design and versioning of their local data infrastructures and signals. With no single aggregator to exert centralized control over biodiversity data, decentralization generates loosely connected networks of mid-level aggregators. Global coordination is nevertheless feasible through automatable data sharing agreements that enable efficient propagation and translation of biodiversity data across communities. The decentralized model also poses novel integration challenges, among which the explicit and continuous articulation of conflicting systematic classifications and phylogenies remain the most challenging. We discuss the development of available solutions, challenges, and outline next steps: the global effort of coordination should focus on developing shared languages for data signal translation, as opposed to homogenizing the data signal itself.",FALSE
https://openalex.org/W2945905657,Enhancing collaboration between ecologists and computer scientists: lessons learned and recommendations forward,2019,https://doi.org/10.1002/ecs2.2753,"Cayelan C. Carey, Nicole K. Ward, Kaitlin J. Farrell, Mary E. Lofton, Arianna I. Krinos, Ryan P. McClure, Kensworth Subratie, Renato Figueiredo, Jonathan P. Doubek, Paul C. Hanson, Philip M. Papadopoulos, Peter Arzberger","Abstract In the era of big data, ecologists are increasingly relying on computational approaches and tools to answer existing questions and pose new research questions. These include both software applications (e.g., simulation models, databases and machine learning algorithms) and hardware systems (e.g., wireless sensor networks, supercomputing, drones and satellites), motivating the need for greater collaboration between computer scientists and ecologists. Here, we outline some synergistic opportunities for scientists in both disciplines that can be gained by building collaborations between the computer science and ecology research communities, with a focus on the benefits to ecology specifically. We also identify past contributions of computer science to ecology, including high‐frequency environmental sensor technology, advanced supercomputing capacity for ecological modeling, databases for long‐term and high‐frequency datasets, and software programs for ecological analyses, to anticipate future potential contributions. These examples highlight the power and potential for further integration of computer science technology and ideas into the ecological research community. Finally, we translate our own experiences working together as a team of computer scientists and ecologists over the past decade into a conceptual framework with recommendations for supporting productive collaborations at the interface of the two disciplines. We specifically focus on how to apply best practices of team science for bridging computer science and ecology, which we advocate will substantially benefit ecology long‐term.",FALSE
https://openalex.org/W2612483188,Validation of Abundance Map Reference Data for Spectral Unmixing,2017,https://doi.org/10.3390/rs9050473,"McKay Williams, Robert Parody, Alexander Fafard, John P. Kerekes, Jan van Aardt","The purpose of this study is to validate the accuracy of abundance map reference data (AMRD) for three airborne imaging spectrometer (IS) scenes. AMRD refers to reference data maps (“ground truth”) that are specifically designed to quantitatively assess the performance of spectral unmixing algorithms. While classification algorithms typically label whole pixels as belonging to certain ground cover classes, spectral unmixing allows pixels to be composed of fractions or abundances of each class. The AMRD validated in this paper were generated using our previously-proposed remotely-sensed reference data (RSRD) technique, which spatially aggregates the results of standard classification or unmixing algorithms from fine spatial-scale IS data to produce AMRD for co-located coarse-scale IS data. Validation of the three scenes was accomplished by estimating AMRD in 51 randomly-selected 10 m×10 m plots, using seven independent methods and observers. These independent estimates included field surveys by two observers, imagery analysis by two observers and RSRD by three algorithms. Results indicated statistically-significant differences between all versions of AMRD. Even AMRD from our two field surveys were significantly different for two of the four ground cover classes. These results suggest that all forms of reference data require validation prior to use in assessing the performance of classification and/or unmixing algorithms. Given the significant differences between the independent versions of AMRD, we propose that the mean of all (MOA) versions of reference data for each plot and class is most likely to represent true abundances. Our independent versions of AMRD were compared to MOA to characterize error and uncertainty. Best case results were achieved by a version of imagery analysis, which had mean coverage area differences of 2.0%, with a standard deviation of 5.6%. One of the RSRD algorithms was nearly as accurate, achieving mean differences of 3.0%, with a standard deviation of 6.3%. Further analysis of statistical equivalence yielded an overall zone of equivalence between [ − 7.0 % , 7.2 % ] for this version of RSRD. The relative accuracy of RSRD methods is promising, given their potential to efficiently generate scene-wide AMRD. These results provide the first known validated abundance level reference data for airborne IS data.",FALSE
https://openalex.org/W2434551657,The Niwot Ridge Subalpine Forest US-NR1 AmeriFlux site – Part 1: Data acquisition and site record-keeping,2016,https://doi.org/10.5194/gi-5-451-2016,"Sean P. Burns, G. Maclean, Peter D. Blanken, Steven Oncley, Steven R. Semmer, Russell K. Monson","Abstract. The Niwot Ridge Subalpine Forest AmeriFlux site (US-NR1) has been measuring eddy-covariance ecosystem fluxes of carbon dioxide, heat, and water vapor since 1 November 1998. Throughout this 17-year period there have been changes to the instrumentation and improvements to the data acquisition system. Here, in Part 1 of this three-part series of papers, we describe the hardware and software used for data-collection and metadata documentation. We made changes to the data acquisition system that aimed to reduce the system complexity, increase redundancy, and be as independent as possible from any network outages. Changes to facilitate these improvements were (1) switching to a PC/104-based computer running the National Center for Atmospheric Research (NCAR) In-Situ Data Acquisition Software (NIDAS) that saves the high-frequency data locally and over the network, and (2) time-tagging individual 10 Hz serial data samples using network time protocol (NTP) coupled to a GPS-based clock, providing a network-independent, accurate time base. Since making these improvements almost 2 years ago, the successful capture of high-rate data has been better than 99.98 %. We also provide philosophical concepts that shaped our design of the data system and are applicable to many different types of environmental data collection.",TRUE
https://openalex.org/W3129905310,Integrating CyberGIS and Urban Sensing for Reproducible Streaming Analytics,2021,https://doi.org/10.1007/978-981-15-8983-6_36,"Shaowen Wang, Fangzheng Lyu, Shaohua Wang, Charles E. Catlett, Anand Padmanabhan, Kiumars Soltani","Abstract Increasingly pervasive location-aware sensors interconnected with rapidly advancing wireless network services are motivating the development of near-real-time urban analytics. This development has revealed both tremendous challenges and opportunities for scientific innovation and discovery. However, state-of-the-art urban discovery and innovation are not well equipped to resolve the challenges of such analytics, which in turn limits new research questions from being asked and answered. Specifically, commonly used urban analytics capabilities are typically designed to handle, process, and analyze static datasets that can be treated as map layers and are consequently ill-equipped in (a) resolving the volume and velocity of urban big data; (b) meeting the computing requirements for processing, analyzing, and visualizing these datasets; and (c) providing concurrent online access to such analytics. To tackle these challenges, we have developed a novel cyberGIS framework that includes computationally reproducible approaches to streaming urban analytics. This framework is based on CyberGIS-Jupyter, through integration of cyberGIS and real-time urban sensing, for achieving capabilities that have previously been unavailable toward helping cities solve challenging urban informatics problems.",FALSE
https://openalex.org/W4406233744,Governance of Indigenous data in open earth systems science,2025,https://doi.org/10.1038/s41467-024-53480-2,"Lydia L. Jennings, Katherine D. Jones, Riley Taitingfong, Andrew Martinez, Dominique David-Chavez, Rosanna A. Alegado, Adrien Tofighi-Niaki, Julie Maldonado, B. R. Thomas, Dennis G. Dye, Jeff Weber, Katie V. Spellman, Scott Ketchum, Ruth Duerr, Noor Johnson, Jennifer K. Balch, Stephanie Russo Carroll",NA,NA
https://openalex.org/W2905824299,Effects of macroconsumers on benthic communities: Rapid increases in dry-season accrual of calcium in a tropical karst stream,2018,https://doi.org/10.1371/journal.pone.0209102,"Elaine Cristina Corrêa, Fábio de Oliveira Roque, Ryan M. Utz, Jonas de Sousa Corrêa, Franco L. Souza, Alan P. Covich","Species loss from upper trophic levels can result in some major changes in community structure and ecosystem functions. Here, we experimentally excluded macroconsumers (e.g., fish and shrimp) in a Brazilian karst tropical stream during the dry season to investigate if their loss affected the accrual of calcium, dry mass (DM) and ash-free dry mass (AFDM) of sediment, benthic invertebrates, and chlorophyll-a. We found that the exclusion of macroconsumers decreased accrual of calcium. The absence of fish and shrimp may have promoted increased grazing by mayflies and snails in the electrified treatment as expressed by the depressed calcium accrual and shift in periphyton community composition. However, the exclusion of macroconsumers had no effect on DM and AFDM, chlorophyll-a, or total abundance of invertebrates. Our findings shed new light on the impact of macroconsumer loss and consequences for calcium accrual in karstic streams.",FALSE
https://openalex.org/W4387949433,"Integrated community models: A framework combining multispecies data sources to estimate the status, trends and dynamics of biodiversity",2023,https://doi.org/10.1111/1365-2656.14012,"Elise F. Zipkin, Jeffrey W. Doser, Courtney L. Davis, Wendy Leuenberger, Samuel Ayebare, Kayla L. Davis","Data deficiencies among rare or cryptic species preclude assessment of community-level processes using many existing approaches, limiting our understanding of the trends and stressors for large numbers of species. Yet evaluating the dynamics of whole communities, not just common or charismatic species, is critical to understanding and the responses of biodiversity to ongoing environmental pressures. A recent surge in both public science and government-funded data collection efforts has led to a wealth of biodiversity data. However, these data collection programmes use a wide range of sampling protocols (from unstructured, opportunistic observations of wildlife to well-structured, design-based programmes) and record information at a variety of spatiotemporal scales. As a result, available biodiversity data vary substantially in quantity and information content, which must be carefully reconciled for meaningful ecological analysis. Hierarchical modelling, including single-species integrated models and hierarchical community models, has improved our ability to assess and predict biodiversity trends and processes. Here, we highlight the emerging 'integrated community modelling' framework that combines both data integration and community modelling to improve inferences on species- and community-level dynamics. We illustrate the framework with a series of worked examples. Our three case studies demonstrate how integrated community models can be used to extend the geographic scope when evaluating species distributions and community-level richness patterns; discern population and community trends over time; and estimate demographic rates and population growth for communities of sympatric species. We implemented these worked examples using multiple software methods through the R platform via packages with formula-based interfaces and through development of custom code in JAGS, NIMBLE and Stan. Integrated community models provide an exciting approach to model biological and observational processes for multiple species using multiple data types and sources simultaneously, thus accounting for uncertainty and sampling error within a unified framework. By leveraging the combined benefits of both data integration and community modelling, integrated community models can produce valuable information about both common and rare species as well as community-level dynamics, allowing for holistic evaluation of the effects of global change on biodiversity.",TRUE
https://openalex.org/W3127874937,Impact of European Bison Grazing (Bison bonasus (L.)) on Species and Functional Traits of Carabid Beetle Assemblages in Selected Habitats in Poland,2021,https://doi.org/10.3390/biology10020123,"Axel Schwerk, Daniel Klich, Elżbieta Wójtowicz, Wanda Olech","Currently we are observing a drastic decline in insect fauna on a large scale. Grazing is regularly used as an ecological method of protecting or restoring special biotopes that are important for species conservation. The European bison (<i>Bison bonasus</i> (L.)) is the largest living wild terrestrial animal in Europe; therefore, a large impact on flora and fauna as a result of its grazing activity can be assumed. There might be potential for implementing conservation measures that employ active grazing. Therefore, a study on a free-ranging European bison population and captive herds in enclosures was carried out in order to determine whether European bison grazing has an impact on carabid beetle assemblages and whether the degree of this impact (if any) depends on the intensity of grazing. No notable influence on numbers of individuals of carabid beetles could be detected, but there was an indication that high-intensity grazing may cause an increase in the number of species. Increased intensity of grazing seems to have only a weak impact on the species assemblage structure, but it has a stronger impact on the composition of functional traits in the assemblage, as demonstrated in particular by the significant impact of captive herds. The stronger relation between grazing intensity and the functional traits of the carabid beetle assemblages than between grazing intensity and assemblage structure indicates that using European bison grazing as a method of ecological engineering in the context of nature conservation may have more potential in regulating properties and functions of the ecosystem than in the conservation of specific species or species assemblages of carabid beetles.",FALSE
https://openalex.org/W2142703992,Meeting report: Identifying practical applications of ontologies for biodiversity informatics,2015,https://doi.org/10.1186/s40793-015-0014-0,"John Deck, Robert Guralnick, Ramona Walls, Stanley Blum, Melissa Haendel, Andréa Matsunaga, John Wieczorek","This report describes the outcomes of a recent workshop, building on a series of workshops from the last three years with the goal if integrating genomics and biodiversity research, with a more specific goal here to express terms in Darwin Core and Audubon Core, where class constructs have been historically underspecified, into a Biological Collections Ontology (BCO) framework. For the purposes of this workshop, the BCO provided the context for fully defining classes as well as object and data properties, including domain and range information, for both the Darwin Core and Audubon Core. In addition, the workshop participants reviewed technical specifications and approaches for annotating instance data with BCO terms. Finally, we laid out proposed activities for the next 3 to 18 months to continue this work.",TRUE
https://openalex.org/W3047161383,"Carbon budget of the Harvard Forest Long‐Term Ecological Research site: pattern, process, and response to global change",2020,https://doi.org/10.1002/ecm.1423,"Adrien C. Finzi, Marc‐André Giasson, Audrey Barker Plotkin, John D. Aber, Emery R. Boose, Eric A. Davidson, Michael C. Dietze, Aaron M. Ellison, Serita D. Frey, Evan Goldman, Trevor F. Keenan, Jerry M. Melillo, J. William Munger, Knute J. Nadelhoffer, Scott V. Ollinger, David A. Orwig, Neil Pederson, Andrew D. Richardson, K. E. Savage, Jianwu Tang, Jonathan R. Thompson, C. A. Williams, Steven C. Wofsy, Zaixing Zhou, David R. Foster","Abstract How, where, and why carbon (C) moves into and out of an ecosystem through time are long‐standing questions in biogeochemistry. Here, we bring together hundreds of thousands of C‐cycle observations at the Harvard Forest in central Massachusetts, USA, a mid‐latitude landscape dominated by 80–120‐yr‐old closed‐canopy forests. These data answered four questions: (1) where and how much C is presently stored in dominant forest types; (2) what are current rates of C accrual and loss; (3) what biotic and abiotic factors contribute to variability in these rates; and (4) how has climate change affected the forest’s C cycle? Harvard Forest is an active C sink resulting from forest regrowth following land abandonment. Soil and tree biomass comprise nearly equal portions of existing C stocks. Net primary production (NPP) averaged 680–750 g C·m −2 ·yr −1 ; belowground NPP contributed 38–47% of the total, but with large uncertainty. Mineral soil C measured in the same inventory plots in 1992 and 2013 was too heterogeneous to detect change in soil‐C pools; however, radiocarbon data suggest a small but persistent sink of 10–30 g C·m −2 ·yr −1 . Net ecosystem production (NEP) in hardwood stands averaged ~300 g C·m −2 ·yr −1 . NEP in hemlock‐dominated forests averaged ~450 g C·m −2 ·yr −1 until infestation by the hemlock woolly adelgid turned these stands into a net C source. Since 2000, NPP has increased by 26%. For the period 1992–2015, NEP increased 93%. The increase in mean annual temperature and growing season length alone accounted for ~30% of the increase in productivity. Interannual variations in GPP and NEP were also correlated with increases in red oak biomass, forest leaf area, and canopy‐scale light‐use efficiency. Compared to long‐term global change experiments at the Harvard Forest, the C sink in regrowing biomass equaled or exceeded C cycle modifications imposed by soil warming, N saturation, and hemlock removal. Results of this synthesis and comparison to simulation models suggest that forests across the region are likely to accrue C for decades to come but may be disrupted if the frequency or severity of biotic and abiotic disturbances increases.",FALSE
https://openalex.org/W2811086946,Tundra arthropods provide key insights into ecological responses to environmental change,2018,https://doi.org/10.1007/s00300-018-2370-x,"Toke T. Høye, Lauren E. Culler",NA,NA
https://openalex.org/W3036878775,Application of multidimensional structural characterization to detect and describe moderate forest disturbance,2020,https://doi.org/10.1002/ecs2.3156,"Jeff W. Atkins, Ben Bond‐Lamberty, Robert T. Fahey, Lisa T. Haber, Ellen Stuart‐Haëntjens, Brady S. Hardiman, Elizabeth A. LaRue, Brenden E. McNeil, David A. Orwig, Atticus Stovall, Jason Tallant, Jonathan A. Walter, Christopher M. Gough","Abstract The study of vegetation community and structural change has been central to ecology for over a century, yet the ways in which disturbances reshape the physical structure of forest canopies remain relatively unknown. Moderate severity disturbances affect different canopy strata and plant species, resulting in variable structural outcomes and ecological consequences. Terrestrial lidar (light detection and ranging) offers an unprecedented view of the interior arrangement and distribution of canopy elements, permitting the derivation of multidimensional measures of canopy structure that describe several canopy structural traits (CSTs) with known links to ecosystem function. We used lidar‐derived CSTs within a machine learning framework to detect and describe the structural changes that result from various disturbance agents, including moderate severity fire, ice storm damage, age‐related senescence, hemlock woolly adelgid, beech bark disease, and chronic acidification. We found that fire and ice storms primarily affected the amount and position of vegetation within canopies, while acidification, senescence, pathogen, and insect infestation altered canopy arrangement and complexity. Only two of the six disturbance agents significantly reduced leaf area, counter to common assumptions regarding many moderate severity disturbances. While findings are limited in their generalizability due to lack of replication among disturbances, they do suggest that the current limitations of standard disturbance detection methods—such as optical‐based remote sensing platforms, which are often above‐canopy perspectives—limit our ability to understand the full ecological and structural impacts of disturbance, and to evaluate the consistency of structural patterns within and among disturbance agents. A more broadly inclusive definition of ecological disturbance that incorporates multiple aspects of canopy structural change may potentially improve the modeling, detection, and prediction of functional implications of moderate severity disturbance as well as broaden our understanding of the ecological impacts of disturbance.",FALSE
https://openalex.org/W1981358261,Diagnosing and Predicting the Earth’s Health via Ecological Network Analysis,2013,https://doi.org/10.1155/2013/741318,"Zi‐Ke Zhang, Ye Sun, Chuxu Zhang, Kuan Fang, Xiang Xu, Chuang Liu, Xueqi Wang, Kui Zhang","Ecological balance is one of the most attractive topics in biological, environmental, earth sciences, and so on. However, due to the complexity of ecosystems, it is not easy to find a perfect way to conclusively explain all the potential impacts. In this paper, by considering several important elements, we seek to build a dynamic network model to predict the Earth’s health, trying to identify and explain how the human behavior and policies affect the model results. We firstly empirically analyze both the topological properties and time-dependent features of nodes and propose an Earth’s health index based on Shannon Entropy. Secondly, we identify the importance of each element by a machine learning approach. Thirdly, we use a spreading model to predict the Earth’s health. Finally, we integrate the topological property and the proposed health index to identify the influential nodes in the observed ecological network. Experimental results show that the oceans are the key nodes in affecting the Earth’s health, and Big countries are also important nodes in influencing the Earth’s health. In addition, the results suggest a possible solution that returning more living lands might be an effective way to solve the dilemma of ecological balance.",FALSE
https://openalex.org/W4394828130,Calibration of the SMAP Soil Moisture Retrieval Algorithm to Reduce Bias Over the Amazon Rainforest,2024,https://doi.org/10.1109/jstars.2024.3388914,"Kyeungwoo Cho, Robinson Negrón‐Juárez, Andreas Colliander, Eric G. Cosio, Norma Salinas, A LETCIA PONTES DE ARAUJO, Jeffrey Q. Chambers, Jingfeng Wang","Soil moisture (SM) is crucial for the Earth's ecosystem, impacting climate and vegetation health. Obtaining in situ observations of SM is labor-intensive and complex, particularly in remote and densely vegetated regions like the Amazon rainforest. NASA's Soil Moisture Active and Passive (SMAP) mission, utilizing an L-band radiometer, aims to monitor global SM. While it has been validated in areas with low Vegetation Water Content (VWC) (< 5 kgm <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">-2</sup> ), its efficiency in the Amazon, with dense canopies and high VWC (> 10 kgm <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">-2</sup> ), is limitedly investigated due to scarce in situ measurements. This study assessed and analyzed the SMAP SM retrievals in the Amazon, employing the single-channel algorithm (SCA) and adjusting vegetation optical depth (τ) and single scattering albedo (ω), two key vegetation parameters. It incorporated in situ SM observations from three old-growth rainforest locations: Tambopata (Southwest Amazon), Manaus (Central Amazon), and Caxiuana (Eastern Amazon). The SMAP SM deviated substantially from the in situ SM. However, calibrating τ and ω values, characterized by a lower τ, resulted in better agreement with the in situ measurements. The study emphasizes the pressing need for innovative methodologies to accurately retrieve SM in high-VWC regions like the Amazon rainforest using SMAP data.",FALSE
https://openalex.org/W2153849605,Managing scientific data as public assets: Data sharing practices and policies among full‐time government employees,2013,https://doi.org/10.1002/asi.22988,"Kimberly Douglass, Suzie Allard, Carol Tenopir, Lei Wu, Mike Frame","This paper examines how scientists working in government agencies in the U . S . are reacting to the “ethos of sharing” government‐generated data. For scientists to leverage the value of existing government data sets, critical data sets must be identified and made as widely available as possible. However, government data sets can only be leveraged when policy makers first assess the value of data, in much the same way they decide the value of grants for research outside government. We argue that legislators should also remove structural barriers to interoperability by funding technical infrastructure according to issue clusters rather than administrative programs. As developers attempt to make government data more accessible through portals, they should consider a range of other nontechnical constraints attached to the data. We find that agencies react to the large number of constraints by mostly posting their data on their own websites only rather than in data portals that can facilitate sharing. Despite the nontechnical constraints, we find that scientists working in government agencies exercise some autonomy in data decisions, such as data documentation, which determine whether or not the data can be widely shared. Fortunately, scientists indicate a willingness to share the data they collect or maintain. However, we argue further that a complete measure of access should also consider the normative decisions to collect (or not) particular data.",FALSE
https://openalex.org/W3201063302,Evaluation of a CONUS-Wide ECOSTRESS DisALEXI Evapotranspiration Product,2021,https://doi.org/10.1109/jstars.2021.3111867,"Kerry Cawse‐Nicholson, Martha C. Anderson, Yang Yang, Yun Yang, Simon J. Hook, Joshua B. Fisher, Gregory Halverson, Glynn Hulley, Christopher Hain, Dennis Baldocchi, N. A. Brunsell, Ankur R. Desai, Timothy J. Griffis, Kimberly A. Novick","The Atmosphere-Land Exchange Inverse disaggregation (DisALEXI) algorithm is a multi-scale energy balance model that estimates evapotranspiration (ET) using land-surface temperature (LST) as a driving remote sensing input. Using LST products from ECOSTRESS, a thermal radiometer mounted on the International Space Station, DisALEXI ET products have been produced over the contiguous United States (CONUS) at 70 m resolution. The goal of this study is to demonstrate the accuracy of the CONUS-wide ET produced by the Jet Propulsion Laboratory (JPL) and to compare the results with the original DisALEXI ET produced by researchers at the United States Department of Agriculture (USDA). DisALEXI-USDA has been produced ad-hoc using Landsat LST, and is routinely produced over six target sites using ECOSTRESS LST. DisALEXI-JPL was implemented in order to expand the spatial coverage. DisALEXI-JPL was evaluated at 26 CONUS eddy covariance sites, showing good correlation, with R2 = 0.80 and RMSE = 0.81 mm/day, which is comparable to previous DisALEXI validation studies (RMSE ~1 mm/day). The two DisALEXI implementations compared well, with R2 = 0.92. This work evaluates DisALEXI-JPL and shows that the algorithm is valid over a larger segment of CONUS. We also show the impact of quality flags, as pixels with high view zenith angles or high aerosol optical depth showed greater deviation from field measurements. As a product demonstration, we show a regional map of fine-scale ET, where the fine-scale variation over wider areas can detect small areas of stress much sooner than products with coarse resolution representing average conditions.",FALSE
https://openalex.org/W3155662303,The National Ecological Observatory Network’s soil metagenomes: assembly and basic analysis,2021,https://doi.org/10.12688/f1000research.51494.1,"Zoey R. Werbin, Briana Hackos, Michael C. Dietze, Jennifer Bhatnagar","<ns3:p>The National Ecological Observatory Network (NEON) annually performs shotgun metagenomic sequencing to sample genes within soils at 47 sites across the United States. NEON serves as a valuable educational resource, thanks to its open data policies and programming tutorials, but there is currently no introductory tutorial for performing analyses with the soil shotgun metagenomic dataset. Here, we describe a workflow for processing raw soil metagenome sequencing reads using the Sunbeam bioinformatics pipeline. The workflow includes cleaning and processing raw reads, taxonomic classification, assembly into contigs, annotation of predicted genes using custom protein databases, and exporting assemblies to the KBase platform for downstream analysis. This workflow is designed to be robust to annual data releases from NEON, and the underlying Snakemake framework can manage complex software dependencies. The workflow presented here aims to increase the accessibility of NEON’s shotgun metagenome data, which can provide important clues about soil microbial communities and their ecological roles.</ns3:p>",TRUE
https://openalex.org/W2325540598,"Flowering, fruiting and seed maturity of common plantation tree species in Bangladesh",2016,https://doi.org/10.18801/jbar.070116.70,"G. N. Tanjina Hasnat, Mazeda Hossain, Md. Akhter Hossain","Flowering, fruiting and seed maturity are important aspects in the life span of a plant or plant community.These phenological characteristics have great significance in plantation program.A study was carried out from January, 2011 to March, 2012 with a view to explore these phenological affairs of 65 commercially important plantation tree species.The research was conducted covering wide area of hill forest and plain land Sal forests of Bangladesh through repeated field visits and review of literature.The results showed that flowering, fruiting and seed maturity period varied from species to species The findings of the study represent that most of the studied species bear flowers (32 -33 species) and fruits (26 -29 species) during March-May and April-June respectively.The flowering period varied from 3 to 5 months among the species.The results also showed that viable recalcitrant seeds of most of the species can be collected between May and June with, while for very few species seeds can be collected between September and October.The findings will be helpful to the nursery owners, small scale planters and forest managers to know the information of fruit setting and time of seed collection for raising nursery with desired plant species.",TRUE
